Target,Uniform,EI,LCB,N_rot
omegacsd_CAVNUI,51.671192616896164,-9.988430898517521,-2.233066324509821,5
omegacsd_SFDMOX,19.017173464356574,10.341320500165125,11.494778490544206,5
omegacsd_FEKYEZ,59.23284378279597,8.213668237921514,4.709989159437757,5
omegacsd_LIKMEX,3043.830721725871,8.864115014063316,7.531483944301442,5
omegacsd_PEBHAF,329.8196504379414,9.43547711274649,12.587477467759832,5
omegacsd_VORJER,1.3364349894958991,-3.9272923049585557,-0.6518393844021944,5
astex_1gm8,12034.005238734251,5.109812634528495,9.641828748964144,5
omegacsd_DOLJIX,61.90625043502283,8.526442048597687,7.22517983562588,5
omegacsd_DIZWAK,49.312911048317034,12.497989117546823,1.4600067299583657,5
omegapdb_1iy7,515.985450651203,13.970332728499613,2.2456001629947764,5
omegacsd_FURSEM01,189.1610745790083,3.9949743429571924,3.16419377618859,5
omegacsd_SEYPUH,12921.696470494107,10.862703601897806,6.72494659459246,5
omegacsd_WEBCOV,8252.696371553951,11.207603350200344,14.194570136387242,5
omegapdb_1d3h,100.83622035164649,4.358049826885271,-0.9054717689111342,5
omegacsd_CIXFIY,1525.580712234172,7.8552652419051725,7.921473079654248,5
omegacsd_FEFPOV,10.719254336629085,3.6241815785634017,-0.7525161279711625,5
omegapdb_2iko,16.827588582259864,-0.513761723055282,3.067284233237501,5
omegacsd_LACCEX,286.1182000781776,10.961620952968097,8.91183347445422,5
omegacsd_YICPIJ,63.14091235348423,16.834849615438607,17.795022953416144,5
omegacsd_DEBBER,260.12651110821184,12.20148869295005,12.722511900812378,5
omegacsd_GAVMIZ,30.994703455900307,-0.5175422287018421,2.858901766481651,5
omegacsd_PXEZSD,644.7686638228339,-7.642579885490534,-9.848484082959615,5
omegacsd_GEHKIN,5829.246455349621,6.678886833438227,11.167185692469538,5
omegacsd_CETZOQ,18.582759811415208,12.341536177115287,316.9125169501411,5
omegacsd_YILDOM,28.932639056462236,7.339319150597589,9.89520433935715,5
omegacsd_VEYRAS,840.6521450702738,3.919589526902726,7.181774677843038,5
omegacsd_FUMBOE,55867.0946428468,6.917583831111216,5.581594817805126,5
omegacsd_DUZDAD,342.8050478167313,1.9930817426437528,1.5285347212742124,5
omegapdb_1v2k,14.283457135516812,8.825836954405077,9.999209155779297,5
omegacsd_NBPENC,912.0977559552108,5.192612256608001,6.4851122605584095,5
omegacsd_ABZNPS,21.228675501195056,-0.03680598978519356,3.2490930447771404,5
