Target,Uniform,EI,LCB,N_rot
omegacsd_HEKROE,28.444049855647094,2.8316250919433514,0.40629762424548943,3
omegapdb_1pa9,3.114400748864348,-0.6178531057396697,-0.9763581631219083,3
omegacsd_CLPTBU,7.221237158666952,1.2932821657089093,-0.5155575938043881,3
omegacsd_BEWLIY10,10.595438002647398,-0.30231730985042304,2.492624414458561,3
omegacsd_LAWJEY,7.818369058506391,2.331486606791998,5.375572180430694,3
omegacsd_YITLES,23.806140021594075,-0.12771238168617316,-0.155294770808446,3
omegacsd_YESPIV,3051.636151099308,0.858122082101616,1.9970305190568638,3
omegacsd_JUKZUK,48.80218746560496,1.9934121922326966,3.3396097956203334,3
omegacsd_BEWLOE10,7.207824180422037,0.22894681188485322,0.0023814787380587177,3
omegapdb_1toj,248.12545110916375,1.4111533383256685,1.219681402429778,3
omegapdb_1m5d,16.812243590019378,0.10805946007104694,2.5566983144133957,3
astex_1jd0,16.913767159812622,-2.3824059182461763,-1.43590454383701,3
omegacsd_BAXOZO,11.193914244418835,0.9899200484006911,2.19455108340172,3
omegacsd_KIHWAZ,79.92952666000068,-10.398978364293782,-11.717622949632329,3
omegacsd_DAKGEB,3.339504181301251,-2.0978943557537377,-4.124462540054552,3
omegapdb_1bto,14.750518705044668,2.783275388911358,5.741878261730168,3
omegacsd_KEMHOZ,32.251032621146734,1.4399918875759639,0.7538140285612656,3
omegacsd_PAPPHI,33.64020924325081,1.2129444699199396,3.124301752092208,3
omegacsd_PEXFED,665.6900142141769,9.063051668558884,6.383567120935211,3
omegapdb_1uwc,17.379110016949667,0.08176525941292567,0.009917178605427068,3
omegacsd_SIFJIA,229.55572958836842,5.249229672254714,0.7930980774807992,3
omegacsd_CUSLUX,38.80352444173707,2.1904601298631405,3.628228145959497,3
omegacsd_BAFREF,0.8167773903566911,-0.26980896216625183,-0.12494440628083225,3
omegapdb_2brc,107.36112064083675,-2.4490585089110652,-2.4490585089110652,3
astex_1n2v,95.3128259765744,1.9106524765754358,0.6681411738941208,3
omegacsd_AMPDAM,1752.1613265573565,0.10422735060207344,5.839441470545552,3
omegacsd_VENRUB,50.619894551375936,5.118577732333776,5.119850466183877,3
omegacsd_CLPHAC,37.39159956101901,0.15172836968227443,1.4703604340083842,3
omegapdb_1k2t,79.6697936946104,-2.6272073661323105,-3.115005160315434,3
omegapdb_1utt,213.290550286475,2.3481232107368584,1.5091667726419615,3
omegacsd_FUHHAR,9.37399389429838,1.1027858535193786,1.9214386344996086,3
omegacsd_GATPOG,69.79038398956513,4.197007375418011,2.8056506326789616,3
omegacsd_FOWPOW,22.315908279057055,1.3651868201014281,3.353081968613907,3
omegacsd_TEKBIU,65.74687117510547,1.524264793552831,7.787515656645979,3
omegapdb_2ggd,4.1724525386624975,-2.124891076599937,-1.6206135780554405,3
astex_1of6,22.96828621146375,6.026837091864259,2.828950318879258,3
omegapdb_1w1q,66.73976065784835,5.278518225172757,5.2796554183576845,3
omegacsd_EXOADN,6.855606278936428,1.143448906068457,4.730371672768818,3
omegacsd_BETFAH,0.6788726601663768,-4.702713678454188,-4.371530319948079,3
omegacsd_PIDSIE,27.316429008302336,1.5141262800803048,2.6402887545567637,3
omegacsd_HAVRUR,619.5590976522768,-6.98659917446119,-0.49690332806538606,3
omegapdb_1d3g,-9.113822078508107,-11.985406306197405,-12.872610910647523,3
omegacsd_SEMDET,14.730365549390427,4.8155484458216335,2.861399056878497,3
omegapdb_1p1o,13.873311718377181,5.27318912676764,4.3232681518448,3
omegacsd_HADLAZ,253.54484809232048,8.797353498366803,5.724978220770737,3
omegacsd_FURACM,23.82047157773995,3.799305762690082,1.3449600120071068,3
omegacsd_BUSNIM,123.76464418901728,6.560402451308981,3.579200290822687,3
