target,Uniform,EI,LCB
omegacsd_SFDMOX,0.18916264422328727,0.04441729024684393,0.12871052110604345
omegacsd_FEKYEZ,0.08898726552585019,0.13800587622156565,0.13763964743067678
omegacsd_LIKMEX,0.4167040220384896,0.31438533257494194,0.38292384138722374
omegacsd_PEBHAF,0.22133907082409157,0.2119329235065429,0.31231168079836846
astex_1gm8,0.12342485184520476,0.16947759262882314,0.06576323810673546
omegacsd_DOLJIX,0.3536731546450503,0.5610437773593004,0.22821491944130712
omegapdb_1iy7,0.07796472057484978,0.3497661969409703,0.3044561622832526
omegacsd_FURSEM01,0.2282918266718787,0.16432577987006589,0.06821024460065063
omegacsd_SEYPUH,0.5553475893060017,0.1744874255435834,0.04809872272472097
omegacsd_WEBCOV,0.2489887965646972,0.11801865276569751,0.23215285065145183
omegacsd_LACCEX,0.4066635751715233,0.3310540827237671,0.320877362913884
omegacsd_YICPIJ,0.13602899705200336,0.18121498417001636,0.19222931150532957
omegacsd_DEBBER,0.6010145161943534,0.32862383448336335,0.3683778769449875
omegacsd_GEHKIN,0.484029655666457,0.45391534390003724,0.04022888358514478
omegacsd_CETZOQ,0.32515997816075115,0.2512863510121038,0.27091102775603687
omegacsd_VEYRAS,0.6022596963634357,0.1610856883547128,0.38063480850721315
omegacsd_FUMBOE,0.47491661583985534,0.09345026804305158,0.08539416490879442
omegapdb_1v2k,0.1258206333428254,0.12029033418989953,0.0986120863254082
omegacsd_SINKUV,0.2985081177420991,0.16849134244335534,0.14898124615144964
astex_1xm6,0.197129775518598,0.33436026328595486,0.04677767937037446
omegacsd_FIBREN,0.5173181188895569,0.46813182425678546,0.5123545291844336
omegacsd_SPIRIL,0.12276864850469049,0.11110164559493364,0.24056749958282125
omegacsd_CABCUD,0.46253436903399264,0.08878688575109954,0.7795544117406633
omegacsd_BAFJEX10,0.2664366825537188,0.23581636180484694,0.268213209599831
omegacsd_GASPUL,0.2848471391523345,0.23346020901530523,0.2039310108520621
omegacsd_COKTAX,0.12725676075467518,0.09804417921963557,0.16293964689833768
omegapdb_2f71,0.036338884190525535,0.031492472861513174,0.022761391690761267
omegapdb_1xom,0.33399440633039196,0.20765277605249682,0.24293059468018346
omegacsd_BATROD,0.42335440950150227,0.23987483389254494,0.12011637265738376
omegacsd_KOJMEB,0.10080000865537475,0.11734323115306503,0.035561111010993886
omegacsd_KUBHEU,0.3088893518767252,0.20874499466035648,0.3053221867825861
omegacsd_BTHYDX,0.22317029792128135,0.3073208382768026,0.05273799935116719
omegacsd_WAMZAL,0.30018068895251804,0.10454578588926657,0.05742236656243138
omegapdb_1r6w,0.14923096055665944,0.18810677225437966,0.14704879843043783
omegacsd_DERZAB,0.24240993678287198,0.22647507162669755,0.17122124053121343
omegacsd_HEPYAC,0.3730344844333643,0.4445843506844524,0.08089796970676977
omegacsd_BUHNIB,0.31402216590349996,0.26645004463898103,0.18566590525672172
omegacsd_BHMPET,0.3044485603111419,0.21348253423348115,0.4599499285513455
omegacsd_HEKZAY,0.14966907039749666,0.01224904973273443,0.025418920925421064
omegapdb_1jsl,0.2801408606871496,0.23579753171396814,0.2096808883976935
omegacsd_HEVXEL,0.2124962264890396,0.3864202106411669,0.3822502643121977
omegapdb_1uf8,0.3832969455638991,0.27881735603585606,0.1671392199820198
omegacsd_PKOJSI,0.35451899038424184,0.20953863984826984,0.2355387143622088
omegacsd_YOXDEU,0.22154737557929918,0.4094839422901796,0.23546374056117592
omegacsd_PIBSXM,0.197261303339989,0.0966686050767947,0.10319807307978145
omegapdb_1uu9,0.09540032673176059,0.15373689885310374,0.11822132606500532
omegacsd_FUSZOI,0.5278288062656239,0.34840317212045024,0.12613191244087382
omegacsd_ANTZOB,0.17541158620976222,0.2028972474124359,0.1104872001646373
astex_1v4s,0.3148104547620745,0.33943993012531476,0.1712909022181373
omegacsd_CBZHYX,0.4283175002542165,0.21743138487710753,0.36768045357642093
omegacsd_LACPAG,0.6079370441538129,0.23807575515727608,0.21925799851826297
omegapdb_1qnf,0.14169355787313204,0.10613021596875558,0.11739331355841802
omegapdb_1r34,0.490777589069565,0.14688549793038802,0.23134225764533783
omegacsd_BEXVOP,0.16591402022123586,0.028875677537167306,0.219687077183225
omegacsd_FOLYIO,0.12742127078473867,0.022627335726062237,0.03734636383766518
omegacsd_ECBHMP,0.10995535045553478,0.04809234770943414,0.04571016239180819
astex_1t9b,0.5753646797933879,0.4919592660897413,0.2525043745371704
omegacsd_VOXHAR,0.18479996036141036,0.08484222357729342,0.05084259652600613
omegacsd_CLPNXA,0.43651458342911725,0.2525479517364088,0.24877177984473084
omegacsd_TPHPRO,0.2603953102060138,0.19784386348425403,0.3910645487374883
omegacsd_YAHFAO,0.3682280771720003,0.2905696737915221,0.4524697002344547
omegapdb_1w9u,0.48441328731634997,0.17818161697686183,0.06955585805145999
omegacsd_CAFGIZ,0.3793774926313143,0.10788690340261453,0.11711647952115926
omegapdb_1q72,0.33758076639475604,0.3186999322821293,0.23646176670588187
omegacsd_KICRIX,0.6519755352550444,0.28444538677659803,0.4076344146669253
omegacsd_DAXKAO,0.12115118141388637,0.20843795587917266,0.15053442889388532
omegacsd_FEYJEY,0.14323038137631622,0.09942704007951213,0.18892598217787776
omegapdb_1s63,0.2063939621653935,0.2098090600929712,0.3137435670734254
omegacsd_PACVUK,0.2972699671310831,0.101906205396331,0.1374172337859409
omegacsd_CUJSAB,0.3174636514383767,0.17075988171006315,0.2971605365045689
omegacsd_HEXFEV,0.13887618791216516,0.12640413422683144,0.12640601795150877
omegacsd_LINLAV,0.31430850213994665,0.3888655547966978,0.47011749714728185
omegacsd_GEJLAI,0.42471218986434983,0.2705749621376987,0.08638518274873419
omegapdb_1nqu,0.14008300582953698,0.13568254451285092,0.1810301794184479
omegacsd_PXMPEN,0.4811966497702871,0.10043162468430003,0.1672178173677846
omegacsd_MBZTZT10,0.31157144303254924,0.0991137472034831,0.08596417362421027
omegacsd_DOXANN,0.23048942905140227,0.09125119119393321,0.1851333283640585
omegacsd_VAYXOI,0.41053544407620185,0.24616315836216712,0.5120153858854032
