Target,Uniform,EI,LCB,Confab,N_rot
omegacsd_DUPKII,0.20115117533699628,0.018055400215239634,0.06261473261534813,0.2312863598424937,4
omegapdb_1yc1,0.15782276982715046,0.23327209264544438,0.31806903074895804,0.199374809284534,4
omegacsd_CPPHAM,0.22591305688626537,0.1448294719472247,0.0,0.11298421228446513,4
omegacsd_CUHNEY10,0.27724448880653474,0.11209457870665815,0.2517265573791359,0.21854274892957035,4
astex_1oyt,0.07675565143581002,0.03177895188863279,0.03668312619875717,0.0241978896647856,4
omegacsd_CELDEC,0.26331815732325736,0.0,0.04078176731859273,0.28291773943543735,4
omegacsd_DUMTAG,0.3823644519905744,0.265014105960759,0.30642017627977824,0.042839216748761136,4
omegacsd_HECHEC,0.15438163583109313,0.6618490658496777,0.33958651262479184,0.04971937465847412,4
omegacsd_EHMPYX10,0.07430917161029893,0.0,0.261068468882672,0.24017943600269046,4
omegacsd_PCPTZA,0.1364246804515809,0.20083904190771484,0.21827861132427998,0.13992386320053635,4
omegacsd_FIWLUS,0.3388721932435362,0.138031191494432,0.08954688898625893,0.03094588818715925,4
omegapdb_1j3f,0.21850646285564435,0.20591133960125094,0.25913288922725053,0.12205471923395533,4
omegacsd_CPQZOL,0.0629157008036275,0.08844554494127362,0.011228535773348182,0.0958129274483047,4
omegacsd_YUKKUK,0.4662166140158778,0.45424254558089533,0.4210327915505226,0.4604384527002974,4
omegapdb_2cbs,0.2585410193533465,0.23790218923790146,0.12124558928484111,0.21791964938645764,4
omegacsd_AURMIN,0.12082360191381367,0.2981122469061181,0.05625873136070988,0.09137610224587371,4
omegacsd_VOXNOL,0.20566148962324665,0.17839460415365796,0.15247191213066733,0.17282992817470005,4
omegapdb_2btr,0.23987052579556867,0.2962628538880607,0.24380766266573212,0.06320280758192201,4
omegacsd_EITDZL,0.15645488221942783,0.0,0.09156758456927651,0.10340385570682302,4
omegacsd_DIZREJ,0.6065290288015434,0.07462517830335333,0.0,0.08982712525572642,4
omegacsd_CMXPMB,0.2284528998369218,0.09242111544772168,0.0,0.3253905113275143,4
omegacsd_FOMDUG,0.30292795916796356,0.40418532265148893,0.03192944644625283,0.31144952429237305,4
omegapdb_1s8j,0.11370356035877328,0.23757549643163317,0.0,0.16027202369795474,4
omegacsd_FEWBAK,0.20401018551172104,0.041087998339358944,0.06298249839385205,0.08397319926080793,4
omegacsd_LETBUH,0.18585242119461032,0.09476514862930202,0.07039074202124598,0.15454011299525575,4
omegacsd_JUHHEZ,0.3332833168881115,0.20100307180506907,0.22930414359939433,0.054113179731927384,4
omegapdb_1o3l,0.1188985589257528,0.003785044554365203,0.004008749283178605,0.0026790056816024237,4
omegapdb_1nnk,0.45227982438493963,0.07549228269174219,0.04794291149173877,0.05346912952878118,4
omegacsd_YOSMOI,0.26362779456287083,0.23013399398866172,0.09796543760909696,0.12141608119850249,4
omegacsd_HASCOT,0.3216873628307959,0.15112274648278654,0.2089167342421135,0.18193231303278623,4
omegacsd_ABVPRO,0.1354110772535619,0.20021428386740608,0.20021428386740608,0.014719626317203567,4
omegacsd_HEVJAT,0.10734040823806523,0.0,0.07461678995805296,0.22207471294704642,4
