target,Uniform,EI,LCB,Confab
omegacsd_TAPSOS,2.907831572686944,2.2779163896074626,1.6413556712629638,2.3592459643470733
omegacsd_JOTDAX,0.995724319621782,1.60140422961337,1.5638480981112648,0.9151550110189759
astex_2bsm,1.7195823814887086,0.8901331929570531,0.5667519724337998,1.208414284514416
omegacsd_MVERIQ,2.48762077598397,1.7268627035704296,1.8596852079535038,0.5111177240189718
omegacsd_SISYIC,1.2669934320225047,0.9889459868487761,1.3776864668155187,1.3804074916877327
omegacsd_ABSBPP,1.2877185499296742,1.1993274136433545,0.9942543674901645,1.9247991713847803
omegacsd_PMANAQ,2.2766626816698428,0.4873117778204675,1.6167108831373645e-15,2.8942985801478427
omegapdb_1is0,1.0535153693016777,1.0030090735068058,1.3415640258125554,1.2777270566526084
omegacsd_KEJGEL,1.8885577815385926,0.3824218189986482,2.070556051254673,2.015604253893069
omegacsd_COZFOM,2.6300581515404633,1.3717639068469447,1.2058446908248883,0.9797948992913045
omegacsd_SAGWOM,1.2985703177656496,1.6861085410643857,1.4687913963643025e-15,1.5049595744542328
omegacsd_KOFLOG,1.4687298925246413,1.4599646667688375,0.9858922624865714,0.6140238528827558
omegacsd_FUHLID,1.7985489596672894,1.6240155274394612,1.1799570298360376,1.845781611434216
omegacsd_SUKPET,1.357148512236844,1.3221801684502207e-15,1.1547024018224692,1.9564450607495125
omegacsd_KOFLIA,1.1324857077422317,0.9666591960608777,1.1893999082809843,1.2985008698167195
omegacsd_KOFMIB,1.9539653153239456,0.5024437528018622,0.47200461581815617,0.6783915412860023
omegacsd_HATKES,1.8308702647721125,0.9612445059100967,1.2693795842069726,1.8155765515001188
omegacsd_CIDSIR,2.8491960433630408,1.431670050548354,1.2331284262172766,1.441998257910655
omegacsd_FBPAZD,3.1663756471083,1.622776320384256,2.5290937501513486,1.5136445401055287
omegacsd_MICONZ,1.5165401747130014,0.9967020246383783,1.2747674918540377,1.6916102142683167
