Target,Uniform,EI,LCB,Confab,N_rot
omegacsd_DENBUT,1.2818230304737526,1.3420418636892755,1.4053385031005035e-15,1.3050868527855457,4
omegacsd_VAMCUH,2.063630557665892,1.5240673949955046,0.8077657732829555,0.11812066838948633,4
omegacsd_KECDUR,2.227480714657074,0.7074832096443654,1.5829279370996503,0.7904410954964428,4
omegacsd_HBFRAN,1.5466366293384093,0.6396765551024005,1.5651747416355768,0.12823594887268272,4
omegacsd_SIHDES,1.5874707343072452,7.416347617566192e-16,1.4176031993106173,1.8073354461386448,4
omegacsd_FIXNUV,2.040700987614958,1.847362081935501,1.5199039224924054,2.1119961065240473,4
omegacsd_CDBMPI10,1.9146466058841183,0.7750756427311742,0.6682932549269681,0.757625516603675,4
omegacsd_KABJOM,1.8521580348617812,1.6365527244530549,2.0976320623754265,1.431232580420647,4
omegacsd_QQQHDG10,1.6939229893849153,2.002651624670322,1.614901512921354e-15,0.5234724101807694,4
omegapdb_1k2u,1.0926172229409954,0.27346735872749445,0.556682798882312,0.7162155975912707,4
omegacsd_MATSTA10,1.3939896179598992,0.3501319660794617,0.6630596009955041,0.4674084641760063,4
omegacsd_LIKGIV,1.8548479076206978,0.917218056656521,1.8389967175460602,0.47828421300163965,4
omegacsd_MTBPNP,1.6671082458915194,1.4833620341643724e-15,0.7596873684932697,1.0694182115636992,4
omegacsd_MLDPHE10,1.934016839526867,1.492771695371095,0.6309837542717259,1.7598988177076866,4
omegacsd_BESCEH,1.9950203347532238,2.254105787446441,1.104974992955113,2.1580206878597123,4
omegacsd_DIWPUU,2.524484951322157,5.482631722781282e-15,1.2685097271673633,0.46872730969733833,4
omegacsd_YAYDEH,0.8545544977828768,0.6216555163670466,0.6706631343946804,0.6789427212191944,4
omegapdb_1o3m,1.8139582496749933,0.2160744080311271,9.251114023094878e-16,0.7141771424508186,4
omegacsd_TAZXAT,2.1144117966921234,1.626630757865956,0.8165585496645351,0.6438486808921552,4
omegacsd_WELGAV,1.405591640403202,1.0409092432506255,2.191182599598772,0.9011677451404124,4
omegacsd_GINKUJ,0.9395809019660927,0.3329294924921282,1.3503083175984103,0.09270697206706147,4
omegacsd_YOPRAW,2.2168089936647295,0.5208374797269627,0.4321313985256681,0.7804206405696306,4
omegacsd_CIBPEI,1.4639119255655826,1.3618133789608446,1.3586686760398519,1.6437798352227275,4
omegacsd_CELXOG,0.6711597291356655,0.5257692988894604,1.4498388692828073,0.5354812312737559,4
omegacsd_FUPFIF,2.178344985271453,2.116775037028677,1.8707591833972934,2.0967006074128696,4
omegacsd_COYPIP,0.7565055276906798,0.09698192383388708,0.2948620699879807,0.44111966204804315,4
omegacsd_GIKJOZ,2.0947531089012412,2.070982906591531,0.9197579140581755,0.4706287763821259,4
