target,Uniform,EI,LCB
astex_1ywr,0.20513343279184248,0.13139656231807534,0.17508869641488428
omegacsd_HAVLUL,0.2370062959627838,0.22272802949279005,0.08159496661168178
astex_1mzc,0.16028780671304346,0.22818330277251284,0.34687028180112167
astex_1sj0,0.044244212955339576,0.07943689523365752,0.10469105082318365
omegapdb_2byi,0.50504549270061,0.23574749012784466,0.32293082862870787
omegacsd_PMBSAN10,0.27291771324599373,0.2735833621148442,0.11475611076679813
omegapdb_1gs5,0.32699300364801437,0.40725089680020754,0.5285894099426057
omegacsd_VORDAH,0.12420632444021555,0.04928719203236082,0.09666349354659015
omegacsd_PEXJEH,0.3911791060349541,0.18036738495199453,0.2678214686102745
omegapdb_2ewb,0.32958662358582924,0.18086413104081958,0.1333559533184693
omegacsd_HALOPE,0.13099812544292297,0.16675555787968008,0.15764898902866095
omegacsd_HALDOL,0.2957514823872376,0.24752208444192259,0.18197546417117735
omegapdb_1yvx,0.2695033026046127,0.22713811182945923,0.2807584099620127
omegacsd_AOPCHY,0.029038438480683958,0.0651071202169886,0.03409225886709909
omegapdb_1o2y,0.2708625017907007,0.06706939642701007,0.06820128405768965
omegacsd_CIJFEG,0.3519718143911755,0.16007510026875937,0.21283994950353785
omegacsd_COTXUE,0.41313685370132175,0.4754823006846184,0.5545073735038158
omegacsd_FABSOQ10,0.24876802055570885,0.1189727171666998,0.23463529227235172
omegacsd_FUJRUX,0.12449730545282842,0.16530068315468163,0.11884660205299126
omegacsd_FANRER,0.08696116852668152,0.06500360778501935,0.03449220489678217
omegacsd_FAXPUP,0.09539372608743296,0.0516250555764298,0.12982421276896614
omegacsd_SAGMUI,0.3433831922064566,0.1255106898694246,0.23026256272232537
omegapdb_2cji,0.3126579845496889,0.20140824624572387,0.29509803693867953
omegacsd_YOPWOP,0.4327406723709038,0.3268313072655549,0.5251520914798311
omegapdb_6prc,0.5858638290754277,0.6870963196302022,0.575162398363057
omegapdb_1f8b,0.10891757197060328,0.138547263896819,0.23821184594693662
omegacsd_HALSES,0.29253580358817377,0.19435726479467347,0.035719185188144896
omegacsd_BEKDIE,0.43939358739112416,0.1542682043948322,0.20315660678749312
omegacsd_LEDWAS,0.49717757593894224,0.15630191090832624,0.12008846362780622
omegacsd_EPCMPO,0.2081580979844629,0.14919814493882733,0.14956842868333278
omegacsd_SAWZUL,0.2431388485390133,0.030851615816819354,0.10387957015456714
omegapdb_1oiu,0.22361949488016122,0.22907526812151394,0.1051284191600433
omegacsd_ACTHBZ,0.06140358948527846,0.03869110172567034,0.13655409538312738
omegapdb_1uy8,0.31178426984693597,0.48287253361341714,0.1740914439533911
omegapdb_1xon,0.25013200167837607,0.08910501760796705,0.09818815335260091
