target,Uniform,EI,LCB,Confab
omegacsd_TAPSOS,0.19974079342514464,0.28327165991869074,0.14042317334727944,0.3229407007251864
omegacsd_JOTDAX,0.26085183191092254,0.21007202462946462,0.3067239549976919,0.19564794025964352
astex_2bsm,0.24920398187004977,0.09246588317873493,0.06553700582782675,0.16094397702752797
omegacsd_MVERIQ,0.252307265083122,0.46923960043757623,0.38867517909925736,0.03157842664317392
omegacsd_SISYIC,0.1689669713163847,0.13939786975237295,0.2397569525249349,0.28446275008957167
omegacsd_ABSBPP,0.11912272423707278,0.23990641657909265,0.08936634535024504,0.1574574246027653
omegacsd_PMANAQ,0.27844948700663574,0.08767108947915511,0.0,0.4894344580346623
omegapdb_1is0,0.161766319110826,0.0822751438993144,0.07860244698074992,0.05643781875907936
omegacsd_KEJGEL,0.18322656291986775,0.009948744753577802,0.19110659381276973,0.2052879259758215
omegacsd_COZFOM,0.3008306566670181,0.26674384003078777,0.12915995797521526,0.22438738042319656
omegacsd_SAGWOM,0.3831428768130966,0.14244774860761314,0.0,0.13627270341133244
omegacsd_KOFLOG,0.23899352106353708,0.09651062913900274,0.17528277770155062,0.10454073452581567
omegacsd_FUHLID,0.17809801764715744,0.13320673202742403,0.07294663537899743,0.18200613215232425
omegacsd_SUKPET,0.10847448626526224,0.0,0.13710421019311636,0.18597803996232187
omegacsd_KOFLIA,0.20564137243519767,0.22230340360772669,0.29030961586138637,0.09340990168097456
omegacsd_KOFMIB,0.38009471248850946,0.07520628315438188,0.07376446048970531,0.03303204358813616
omegacsd_HATKES,0.16771991665869776,0.05140984486909209,0.25898527704105284,0.26294042635518855
omegacsd_CIDSIR,0.7144834201662086,0.20134846157810696,0.20745938579384557,0.25813250638410945
omegacsd_FBPAZD,0.31317282541217867,0.2933814426460134,0.29320646569233283,0.1542557902037267
omegacsd_MICONZ,0.3321998883981052,0.16302434231485077,0.14280513407656942,0.23939135795315614
