angle1,angle2,mmfff
40,60,123.28086293873355
40,65,123.76396342975835
40,70,124.24819432197648
40,75,124.7084222941164
40,80,125.13939682758523
40,85,125.55921221669698
40,90,126.01735364622353
40,95,126.60994379810435
40,100,127.5047341185148
40,105,128.97853352936824
40,110,131.47974989990314
40,115,135.7553558305239
40,120,143.0947786002393
40,125,155.65891758819325
40,130,176.48037825729068
40,135,207.74528912802276
40,140,245.47489080978718
40,145,274.21638644510017
40,150,275.8130506684242
40,155,250.21969415134248
40,160,215.03804666789904
40,165,184.8560119568592
40,170,163.33838467380252
40,175,148.65452820975221
40,180,138.42054466502475
40,185,131.08775611744966
40,190,125.79795789423031
40,195,122.04585685548993
40,200,119.4843403380714
40,205,117.85097777865326
40,210,116.94286394369149
40,215,116.6005555758465
40,220,116.69448042330158
40,225,117.1158741303246
40,230,117.77192948859287
40,235,118.58334474807587
40,240,119.48311632895526
40,245,120.41642297150793
40,250,121.34204208164685
40,255,122.23617445220624
40,260,123.10022104351494
40,265,123.97500324213885
40,270,124.96471453838782
40,275,126.27457313449389
40,280,128.27078156018993
40,285,131.5901046543251
40,290,137.36503750406138
40,295,147.68034860723344
40,300,166.40875948889928
40,305,200.4112887909046
40,310,260.00029112397493
40,315,354.1690815107743
40,320,473.01891466061824
40,325,566.9759864822498
40,330,573.9698087662644
40,335,493.7958947078115
40,340,386.53808990718665
40,345,298.89043086546326
40,350,239.86548212070593
40,355,201.75286317853755
45,0,157.67665790073903
45,5,146.43247881829194
45,10,138.14657466826333
45,15,132.19963047191638
45,20,128.0902778989182
45,25,125.38996664242292
45,30,123.74127900915657
45,35,122.85754559928901
45,40,122.5155287462096
45,45,122.54477969286337
45,50,122.81679121685761
45,55,123.23527976128871
45,60,123.72843162732391
45,65,124.243630753113
45,70,124.74470210566136
45,75,125.21143703941995
45,80,125.64138594194847
45,85,126.05462840573215
45,90,126.50321069629611
45,95,127.08732068727478
45,100,127.97906379122365
45,105,129.4546257281514
45,110,131.9443233960125
45,115,136.11951988011668
45,120,142.99799391112626
45,125,153.892986159849
45,130,169.71530832747766
45,135,189.0375063073708
45,140,205.94155444292892
45,145,212.0445926241279
45,150,204.11700474130447
45,155,187.52231573908375
45,160,169.95759897711008
45,165,155.44711904591335
45,170,144.46486674421823
45,175,136.23263449549063
45,180,130.00143594731657
45,185,125.29751377757681
45,190,121.82284415378214
45,195,119.35550786894876
45,200,117.71186997693766
45,205,116.73883723057132
45,210,116.30888732656882
45,215,116.31338636570585
45,220,116.6573574966136
45,225,117.25669499053248
45,230,118.03685395467014
45,235,118.93216714007833
45,240,119.88570729371173
45,245,120.85010808450585
45,250,121.79001684143078
45,255,122.68723572658709
45,260,123.55030040143359
45,265,124.43100878038791
45,270,125.45067600995398
45,275,126.83942194947747
45,280,128.99800364782342
45,285,132.61034126451744
45,290,138.85842787283076
45,295,149.78944313371906
45,300,168.78048113226384
45,305,200.5981121398345
45,310,249.38680984686889
45,315,311.99997147639215
45,320,369.22349293988896
45,325,391.45505353522725
45,330,366.96322360383334
45,335,315.24023678127315
45,340,262.9186958206304
45,345,222.28622909025944
45,350,193.39743442124708
45,355,172.793670833811
50,0,145.9233798071292
50,5,138.48528874252602
50,10,132.8909599090182
50,15,128.8508114388487
50,20,126.07438274182996
50,25,124.28851709090827
50,30,123.25473362993664
50,35,122.7755281899372
50,40,122.69298238906278
50,45,122.88375380203964
50,50,123.2526377263952
50,55,123.72621918046151
50,60,124.24782679438628
50,65,124.77441308830834
50,70,125.27541614491037
50,75,125.7334703876463
50,80,126.14712490991371
50,85,126.53639505782509
50,90,126.95259032069913
50,95,127.49337975840618
50,100,128.32182190785545
50,105,129.68722797673755
50,110,131.94963252976424
50,115,135.60183659946543
50,120,141.2266419146114
50,125,149.219033799815
50,130,159.08138777855538
50,135,168.5717333721875
50,140,174.0385270071672
50,145,172.9344129960932
50,150,166.1357383703025
50,155,156.8492826797256
50,160,147.79663455335555
50,165,140.0892960721784
50,170,133.8071946905248
50,175,128.74467568865933
50,180,124.7215190159477
50,185,121.61073320795467
50,190,119.30314943516689
50,195,117.69269336639785
50,200,116.67890904335172
50,205,116.1697211395782
50,210,116.08069383222298
50,215,116.3335918445568
50,220,116.85578982995384
50,225,117.58024120110522
50,230,118.44548296141849
50,235,119.3956782703684
50,240,120.38111373240694
50,245,121.35972521113156
50,250,122.3003853494209
50,255,123.18909204001336
50,260,124.0398244902704
50,265,124.91222229966816
50,270,125.93785366194972
50,275,127.35711684181072
50,280,129.57478595221806
50,285,133.25421187478548
50,290,139.46878116210843
50,295,149.8736988172917
50,300,166.68023938277764
50,305,191.82851448163734
50,310,224.488480060415
50,315,257.5151953116505
50,320,277.9281345443087
50,325,276.2810054680735
50,330,255.93033825810014
50,335,228.59417781351593
50,340,203.40291462950955
50,345,183.28161114232395
50,350,167.70355329804437
50,355,155.51432649194248
55,0,138.33471129558396
55,5,133.3245412898969
55,10,129.52389510926744
55,15,126.78376342253794
55,20,124.92725036012476
55,25,123.77650619882311
55,30,123.16970885246997
55,35,122.96863432590052
55,40,123.06019559132132
55,45,123.3542500005623
55,50,123.77948493893311
55,55,124.27909260213748
55,60,124.80747325681389
55,65,125.32850769821101
55,70,125.81544160957964
55,75,126.25232607559644
55,80,126.63724316136232
55,85,126.98803644064657
55,90,127.35141658811017
55,95,127.81506542171718
55,100,128.51945789230535
55,105,129.66434607955642
55,110,131.50466673611263
55,115,134.31817772817683
55,120,138.29191080117548
55,125,143.26293774616184
55,130,148.38486209180098
55,135,152.118162061252
55,140,152.9909279027192
55,145,150.685670231999
55,150,146.20740933877124
55,155,140.9529304042624
55,160,135.86151178064645
55,165,131.30784458017826
55,170,127.37525544376018
55,175,124.06904532892264
55,180,121.38155241331863
55,185,119.29111871868511
55,190,117.75901373259924
55,195,116.7349684152073
55,200,116.16307567137618
55,205,115.98481308153335
55,210,116.14066170093372
55,215,116.57154258129437
55,220,117.22007672421937
55,225,118.03137894021246
55,230,118.95344363868188
55,235,119.93753766550056
55,240,120.93913796135075
55,245,121.91997809145593
55,250,122.85192926071379
55,255,123.72383805457821
55,260,124.55288322665957
55,265,125.40190630538905
55,270,126.40311246121934
55,275,127.7882426763362
55,280,129.92904560097332
55,285,133.39432271681883
55,290,139.00838240322219
55,295,147.82261387262974
55,300,160.78016354528742
55,305,177.777202100255
55,310,196.2585101690618
55,315,210.84775217114662
55,320,216.09170107630652
55,325,210.8218434834422
55,330,198.8280647396765
55,335,185.04456253913776
55,340,172.35284129639956
55,345,161.50015742771066
55,350,152.33983456795642
55,355,144.6524934555374
60,0,133.40335081559004
60,5,130.0071446769323
60,10,127.42912036030708
60,15,125.58861977153697
60,20,124.37516293430659
60,25,123.6702514325709
60,30,123.36157403675998
60,35,123.35072726910018
60,40,123.55584028955573
60,45,123.91055640112172
60,50,124.361137353054
60,55,124.86334559082283
60,60,125.38018616675026
60,65,125.8809604560616
60,70,126.341696453532
60,75,126.74694996525301
60,80,127.09316405657978
60,85,127.3940224870291
60,90,127.68796423550333
60,95,128.04635826909563
60,100,128.57786883342345
60,105,129.4226332670533
60,110,130.72925327695384
60,115,132.60200668202688
60,120,135.00071849284976
60,125,137.60998806351924
60,130,139.79366972604166
60,135,140.80583296229892
60,140,140.22110466386772
60,145,138.19947838923494
60,150,135.3006137938813
60,155,132.08966275866027
60,160,128.92573285966728
60,165,125.98759109430301
60,170,123.36741735232897
60,175,121.12282699926932
60,180,119.28773583489166
60,185,117.87320272342284
60,190,116.87104611800345
60,195,116.25866770914647
60,200,116.00303469351826
60,205,116.06395483012125
60,210,116.39697213588985
60,215,116.95573128348875
60,220,117.69356380833703
60,225,118.5643348338541
60,230,119.52291564962802
60,235,120.52578871430897
60,240,121.53228124108249
60,245,122.5069350061218
60,250,123.42369105965795
60,255,124.27288514501984
60,260,125.07221714185279
60,265,125.88225498499862
60,270,126.82541483006361
60,275,128.10629249066096
60,280,130.0321486049125
60,285,133.02817066978395
60,290,137.61691561836804
60,295,144.28272462538567
60,300,153.11524948652755
60,305,163.25375242235768
60,310,172.56848484009768
60,315,178.35160049463923
60,320,179.00692096436916
60,325,175.13373955502
60,330,168.73562287727967
60,335,161.6370805724884
60,340,154.76862370003636
60,345,148.41948042923548
60,350,142.67972385120586
60,355,137.64264235278523
65,0,130.21784092737346
65,5,127.92151090077361
65,10,126.19243837249347
65,15,124.9859406174239
65,20,124.23033302642672
65,25,123.84353086738099
65,30,123.74511816650718
65,35,123.86354325246032
65,40,124.13883099542264
65,45,124.52200511087196
65,50,124.97282548204261
65,55,125.45727184917463
65,60,125.94571773649176
65,65,126.41225284443682
65,70,126.83528371823263
65,75,127.19941532312703
65,80,127.49866160616185
65,85,127.74105606993473
65,90,127.95422816315337
65,95,128.18987083248948
65,100,128.52263160852445
65,105,129.0379050104747
65,110,129.8043452902259
65,115,130.82930852241168
65,120,132.0042809820987
65,125,133.07403485318503
65,130,133.68886824170244
65,135,133.55848791402775
65,140,132.60886416468884
65,145,130.99961637878383
65,150,128.99730926687204
65,155,126.84106636200444
65,160,124.69573334639085
65,165,122.6702329393091
65,170,120.84332795765503
65,175,119.27393062134736
65,180,118.00219043925087
65,185,117.04963480910256
65,190,116.42057650884743
65,195,116.10462089408517
65,200,116.07989496548896
65,205,116.31647245842557
65,210,116.77941038763547
65,215,117.43098892620678
65,220,118.23207089419532
65,225,119.142819505425
65,230,120.12319625888908
65,235,121.13368783981198
65,240,122.13668241191728
65,245,123.09894797520286
65,250,123.99581078417123
65,255,124.81781047765656
65,260,125.5804924135976
65,265,126.33703023831416
65,270,127.19144939662041
65,275,128.30862094061987
65,280,129.91648373992024
65,285,132.2909014053102
65,290,135.6980194084034
65,295,140.2562121893095
65,300,145.71447567082765
65,305,151.2714261498321
65,310,155.70248648137454
65,315,157.9297233435156
65,320,157.6499316564483
65,325,155.3958529973413
65,330,152.01077614724852
65,335,148.14234325590795
65,340,144.13627231868557
65,345,140.1821245896339
65,350,136.44304183172804
65,355,133.0797031112492
70,0,128.1896070035014
70,5,126.66019261844052
70,10,125.53533979469258
70,15,124.78816119659365
70,20,124.36834289906174
70,25,124.21536094126131
70,30,124.26883573920136
70,35,124.47497056029235
70,40,124.78912343028585
70,45,125.17542554065582
70,50,125.60473202560817
70,55,126.05214662907883
70,60,126.49508514921587
70,65,126.9124613909239
70,70,127.28519874466019
70,75,127.59800796179633
70,80,127.84227345080431
70,85,128.01979326861482
70,90,128.14660941897318
70,95,128.25489804393777
70,100,128.3894021075967
70,105,128.59495116673455
70,110,128.89451038609496
70,115,129.26249081572783
70,120,129.6058753638222
70,125,129.7735849200743
70,130,129.60759611412124
70,135,129.01528960455465
70,140,128.01052920570726
70,145,126.69207418318142
70,150,125.18692081613811
70,155,123.60830216705573
70,160,122.0457692852616
70,165,120.57181893333993
70,170,119.24774179715772
70,175,118.12408005711177
70,180,117.23832493484325
70,185,116.6129212791891
70,190,116.255124899923
70,195,116.15878418318896
70,200,116.30723707801077
70,205,116.67637778798675
70,210,117.23723712300423
70,215,117.9577985358282
70,220,118.80409420439476
70,225,119.74083470757536
70,230,120.7319145976461
70,235,121.74115451560762
70,240,122.73365210083085
70,245,123.67815734723919
70,250,124.55096342026492
70,255,125.34181906127475
70,260,126.06203406261896
70,265,126.75383801049361
70,270,127.49818199649111
70,275,128.41659070030607
70,280,129.66195326035935
70,285,131.39097893826226
70,290,133.7072383141925
70,295,136.57087656023097
70,300,139.70825211385213
70,305,142.60960358168626
70,310,144.69571923697922
70,315,145.5913127441497
70,320,145.28529100882798
70,325,144.0390346309936
70,330,142.16741539765334
70,335,139.90621125225815
70,340,137.419516518519
70,345,134.85594102847173
70,350,132.37169212918934
70,355,130.1130895804981
75,0,126.92999096730668
75,5,125.95301329214504
75,10,125.2750664060197
75,15,124.87590404425424
75,20,124.71535708546871
75,25,124.7442902801944
75,30,124.91371521395804
75,35,125.18081924136169
75,40,125.51160323446939
75,45,125.8805680278008
75,50,126.26842831624622
75,55,126.65912851147426
75,60,127.03737482876127
75,65,127.38746298352366
75,70,127.69358678589776
75,75,127.94138077757187
75,80,128.12032000522555
75,85,128.22657228258646
75,90,128.26556800913426
75,95,128.2527347073775
75,100,128.2101134720539
75,105,128.1572618779265
75,110,128.09777968758505
75,115,128.00702111506922
75,120,127.82971909796828
75,125,127.49468752858095
75,130,126.94382978224698
75,135,126.1589046960999
75,140,125.16762384307629
75,145,124.02762277176143
75,150,122.80460808422232
75,155,121.5599233806841
75,160,120.34900687238265
75,165,119.22358067355023
75,170,118.23178503317735
75,175,117.41532127471281
75,180,116.80565470355394
75,185,116.42154095785877
75,190,116.26878178282128
75,195,116.34177525060076
75,200,116.62591470683434
75,205,117.10004101911794
75,210,117.73850305126555
75,215,118.51267398294638
75,220,119.39195256996192
75,225,120.34438451502628
75,230,121.33712693433873
75,235,122.33707089647251
75,240,123.31200547860517
75,245,124.23272167608053
75,250,125.07641508500413
75,255,125.83161163507964
75,260,126.50441153458503
75,265,127.12483367959142
75,270,127.75053901144489
75,275,128.46410060671948
75,280,129.36007339240166
75,285,130.51896189179882
75,290,131.96772074779128
75,295,133.63609248126494
75,300,135.33628019643766
75,305,136.8012193931543
75,310,137.78368321576914
75,315,138.1556943113861
75,320,137.931257415853
75,325,137.20684749198819
75,330,136.090287755331
75,335,134.67649304410753
75,340,133.0625939326012
75,345,131.36281426724446
75,350,129.702115737154
75,355,128.19571938776608
80,0,126.18502114185759
80,5,125.62688129869483
80,10,125.30038798758298
80,15,125.18492212583115
80,20,125.24260932345145
80,25,125.4279000215919
80,30,125.69628503639834
80,35,126.01062132344991
80,40,126.34410843088655
80,45,126.67979125745057
