Target,Uniform,EI,LCB,N_rot
omegacsd_CAVNUI,985.2168350175723,-9.200580470599462,-12.593646550876713,4
omegacsd_SFDMOX,14.88796834277369,10.224246520783424,9.424790934845106,4
omegacsd_FEKYEZ,28.727243639366012,7.247045364404489,8.53722293448551,4
omegacsd_LIKMEX,2075193.7058413129,5.465578075587359,9.18900260626809,4
omegacsd_PEBHAF,101079.21177980861,9.655610452567984,5.976524553405596,4
omegacsd_VORJER,10.23493197675829,-2.1660539650498976,-3.278250871713169,4
astex_1gm8,56.32070640892492,7.4850390034618925,5.4622361500456975,4
omegacsd_DOLJIX,2902.4517996325044,4.1374929194700485,6.584036818762229,4
omegacsd_DIZWAK,41.36848791795808,5.152419945276762,-1.4062340883290858,4
omegapdb_1iy7,5535.0155326336735,4.745465347656761,9.982103362959265,4
omegacsd_FURSEM01,17.5769765559575,13.679024914571322,24.04511247627523,4
omegacsd_SEYPUH,61.41373295684541,1.8468026803966922,4.63111547513568,4
omegacsd_WEBCOV,244.58695203554055,5.245299810092085,12.441959399016184,4
omegapdb_1d3h,4.547738003378186,4.173175245101838,1.259687287398215,4
omegacsd_CIXFIY,73.26748224621922,5.017416288278454,3.608564456444242,4
omegacsd_FEFPOV,28.25579557292935,8.20397998159477,8.20397998159477,4
omegapdb_2iko,35.30497822993999,-1.8169950456301933,-0.354486440086049,4
omegacsd_LACCEX,36.91148935207968,4.7449666943489675,10.120555383677974,4
omegacsd_YICPIJ,34.74368245137055,3.957261546396431,3.2048542971528633,4
omegacsd_DEBBER,67.86137914288955,7.995872629840818,13.200833780679005,4
omegacsd_GAVMIZ,42.54574781222671,0.2183395410542346,0.3583509305792063,4
omegacsd_PXEZSD,-6.317201415685901,-9.847971317152876,-13.502686235960844,4
omegacsd_GEHKIN,52.24272515655663,5.183864084665494,9.612689125770572,4
omegacsd_CETZOQ,63.635209290815816,3.654384820364328,8.63368239295422,4
omegacsd_YILDOM,19317.65748314817,-1.2518223722463802,9.01540745111923,4
omegacsd_VEYRAS,18.232931398442275,3.1995740053692145,2.1638173442577084,4
omegacsd_FUMBOE,64.54437036985972,7.469826828308413,3.5268079790119344,4
omegacsd_DUZDAD,16.889857276790437,0.7663251881431279,2.2059650804335433,4
omegapdb_1v2k,75.7430284806644,12.336057950538901,4.94247043844625,4
omegacsd_NBPENC,8354.820991035649,4.234103599953841,2.1452513885745788,4
omegacsd_ABZNPS,165861.33857421597,0.21929305990533976,3.7136577249012532,4
omegacsd_SINKUV,994.0129082903114,5.711681395689972,7.815994592764113,4
omegapdb_1o37,48.1287250816583,5.148217384606454,3.1197201695368904,4
astex_1xm6,15.928160167761092,3.8563743650421287,3.4401718504464185,4
omegacsd_FIBREN,2696.1086156494293,3.140239261612429,7.415978992591668,4
omegacsd_SPIRIL,14.782957369985226,0.7023303289174905,0.7023303289174905,4
omegacsd_CMXPYO,35.6603570137991,-8.135906157845533,-3.162994664368,4
omegacsd_JUVPAR,19.763773107030772,2.899731627155404,1.0790557185068366,4
omegacsd_HEMLOA,89.26876799290228,5.2585206626543055,5.088496134049393,4
omegacsd_CIPXEE,1058.3050267080444,-5.973944283091065,-1.4677275030016261,4
omegacsd_CABCUD,43.079514811812246,16.305740535906466,12.356503617050919,4
omegacsd_WAVTIW,42.42569379338521,-1.8964340467875331,-0.18030621202875352,4
omegacsd_BAFJEX10,60.59613280372764,0.5052910153605694,7.112337499955203,4
omegapdb_2byh,5.586227062417073,6.113977347308648,4.078740297595942,4
omegacsd_GASPUL,1135.8197307788041,8.821781442462381,10.074982696942143,4
omegacsd_COKTAX,33.23999943232411,6.202351359503552,4.630186646325086,4
omegapdb_2f71,121.71509338999701,7.365395540487327,12.453701878260489,4
omegapdb_1xom,58.87253698934478,1.759624808181087,2.7178417850918635,4
omegacsd_BATROD,69.20249900292276,1.109724413070694,8.54432945765808,4
omegacsd_KOJMEB,146.1275562975008,2.4132402139738858,1.0253210640621901,4
omegacsd_KUBHEU,39.40797095617201,3.5571654286661527,10.456225654048737,4
omegacsd_BTHYDX,2899.7684764423684,4.065668932217548,3.924922414079731,4
omegacsd_WAMZAL,61.379318392772305,13.679442005230257,10.723142554687385,4
astex_1nav,90.33818969039321,1.1550474388063066,-1.7746608927458425,4
omegapdb_1r6w,150.42371827229508,4.475900218138584,5.006318838991945,4
omegacsd_DERZAB,46.36689937245368,10.045382687837822,8.951898239227809,4
omegacsd_HEPYAC,4756.19648631094,7.5538361862346335,4.471223922337714,4
omegacsd_BUHNIB,35.42176650554909,4.267265533382641,3.6809458137807667,4
omegacsd_CIJVAS,11.571414170850417,0.8390857155822715,0.6303709790379202,4
omegacsd_BHMPET,5838.385393032942,4.360372687984551,4.291305171457495,4
omegacsd_ACPIXZ,445.87020304076196,-0.796153007745275,0.23236751259368305,4
omegacsd_HEKZAY,22.11365360448002,3.1443930066689916,6.293431522172398,4
omegacsd_VURTOR,-1.794767489662945,-7.749897489466463,-3.6418603625509434,4
omegacsd_CUWRIV,121.23980841554595,6.255368285861266,4.441987794460601,4
omegapdb_1jsl,7.436355556923612,5.291900832885499,5.291900832885499,4
omegacsd_HEVXEL,71.9597068205962,3.281477027522982,7.564544481720532,4
omegapdb_1uf8,6.4249388806434595,8.55185984678468,2.7643074746751495,4
omegapdb_2izl,186.1083650626012,4.083642680290794,5.682143491668668,4
omegapdb_1sn5,122.8787275542073,-27.648343389915453,-27.754816185599765,4
omegacsd_PKOJSI,17.030592993963197,4.224755997647534,3.9908563181287917,4
omegacsd_YOXDEU,23534.554465251676,13.38908318455529,11.83714434038663,4
omegacsd_PIBSXM,503.17471273940697,7.7501376379021565,12.706915952844668,4
omegapdb_1uu9,208.73554753574962,3.5668108871815036,3.5668108871815036,4
omegacsd_FUSZOI,81.75096423447174,2.9049814347629024,2.7565433367360157,4
omegacsd_ANTZOB,24.771801102066235,2.5051616551755274,5.224832726293215,4
astex_1v4s,96.10712005165917,7.9780397355309915,5.998022356914824,4
omegapdb_1exa,32.624072837683585,-7.43852031349023,-10.414179942196341,4
omegacsd_GIHWUP,96.0084585647441,-4.262012564149188,-4.021750515052233,4
omegacsd_CBZHYX,285.2283991678471,3.0245088642935514,3.5297010718963406,4
omegacsd_CEWFUF,8.015579985382033,-0.17631657188558592,0.44966504516362704,4
omegacsd_LACPAG,11.648812168538996,5.6564830672773425,7.92250428915483,4
omegapdb_1qnf,10571.908414822396,12.588236198098073,12.942734803561024,4
omegacsd_DCTXAN,7086.491071112158,12.74907645924226,9.882811119190038,4
omegapdb_1r34,35.8973914656582,7.549429104740042,1.0795336481142925,4
omegacsd_BEXVOP,130.09973717958462,4.119790919520355,3.839785251410902,4
omegacsd_SOPSIZ,75.13791373208063,0.8050816491513331,35.805022641210655,4
omegacsd_DOTFEX,446.7284986989324,0.9429731010852009,2.2753372705872295,4
omegapdb_3cbs,40.87469954248735,-0.13299024335317,0.027053030481113183,4
omegacsd_FOLYIO,29.275647520505785,4.1975739923808675,7.724401465210079,4
omegacsd_ECBHMP,253.74580463348147,8.308514542079429,5.638405356021757,4
omegacsd_HEPKUI,412.06912713464465,2.6436503045900395,0.029586460540429016,4
astex_1t9b,44.28736785062824,11.865514053881583,7.860218238235177,4
omegacsd_VOXHAR,73.43549847237843,4.0545978696263205,4.826335192664246,4
